url,page_type,subtype,priority,gsc_position,estimated_rank,phase_id,phase_label,top_action,actions
https://simplyenak.com/tours/locations/food-tours-penang,colony,location:food-tours-penang,0.5,9.6,,4,Conversion (Position 5–10),Add prominent booking CTA above the fold,"Add prominent booking CTA above the fold
Add social proof: testimonials, review scores, trust badges
A/B test title tags for CTR improvement
Add urgency signals (limited availability, 'booked X times today')
Optimize for featured snippets (answer common questions concisely)"
https://simplyenak.com/stories/eating-durians,blog,blog:eating-durians,0.5,9.8,,4,Conversion (Position 5–10),Add prominent booking CTA above the fold,"Add prominent booking CTA above the fold
Add social proof: testimonials, review scores, trust badges
A/B test title tags for CTR improvement
Add urgency signals (limited availability, 'booked X times today')
Optimize for featured snippets (answer common questions concisely)"
https://simplyenak.com/stories,supporting,blog-index,0.5,10.5,,4,Conversion (Position 5–10),Add prominent booking CTA above the fold,"Add prominent booking CTA above the fold
Add social proof: testimonials, review scores, trust badges
A/B test title tags for CTR improvement
Add urgency signals (limited availability, 'booked X times today')
Optimize for featured snippets (answer common questions concisely)"
https://simplyenak.com/tours/segments/food-tours-for-wedding-groups,colony,segment:food-tours-for-wedding-groups,0.5,11,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com/stories/11-foods-to-try-during-hari-raya,blog,blog:11-foods-to-try-during-hari-raya,0.5,11.2,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com/tours/private-tours/private-food-tour-kuala-lumpur,tour,tour:private-food-tour-kuala-lumpur,0.5,11.5,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com/tours/dietary/jain-food-tours-kuala-lumpur,colony,dietary:jain-food-tours-kuala-lumpur,0.5,14.1,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com/tours/locations/food-tours-melaka,colony,location:food-tours-melaka,0.5,17.1,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com,homepage,homepage,0.5,17.6,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com/tours/specialty/market-tours-penang,colony,specialty:market-tours-penang,0.5,18.8,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com/tours/dietary/vegetarian-food-tours-kuala-lumpur,colony,dietary:vegetarian-food-tours-kuala-lumpur,0.5,20.6,,3,Authority (Position 10–20),Acquire contextual backlinks from travel bloggers / food sites,"Acquire contextual backlinks from travel bloggers / food sites
Submit to relevant directories (TripAdvisor, Google Business Profile)
Share on social media with structured hashtags
Earn mentions through HARO / guest posting in food-travel niche
Build links from colony pages → this commercial page"
https://simplyenak.com/stories/hidden-gems-in-kuala-lumpur,blog,blog:hidden-gems-in-kuala-lumpur,0.5,29.1,,2,Enrichment (Position 20–50),Expand body content to 1500–2500 words targeting secondary keywords,"Expand body content to 1500–2500 words targeting secondary keywords
Add FAQ section with schema markup (target PAA boxes)
Add related internal links (3–5 contextual links to tours/pages)
Improve readability: shorter paragraphs, bullet points, tables
Add multimedia: images with alt text, optional video"
https://simplyenak.com/stories/borneo-indigenous-food-culture,blog,blog:borneo-indigenous-food-culture,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/dog-meat,blog,blog:dog-meat,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/durian-guide-2026,blog,blog:durian-guide-2026,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/food-safety,blog,blog:food-safety,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/hidden-meat-problem-vegetarian-kl,blog,blog:hidden-meat-problem-vegetarian-kl,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/how-to-find-vegetarian-restaurants-kl-penang-ipoh,blog,blog:how-to-find-vegetarian-restaurants-kl-penang-ipoh,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/johor-bahru-local-food-guide,blog,blog:johor-bahru-local-food-guide,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/malaysia-durian-guide,blog,blog:malaysia-durian-guide,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/malaysia-food-guide-first-time-visitors,blog,blog:malaysia-food-guide-first-time-visitors,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/malaysian-chefs-local-cuisine,blog,blog:malaysian-chefs-local-cuisine,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/malaysian-egg-dishes-cooking-methods,blog,blog:malaysian-egg-dishes-cooking-methods,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/malaysian-festivities,blog,blog:malaysian-festivities,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/malaysian-herbs-and-spices,blog,blog:malaysian-herbs-and-spices,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/malaysian-kueh-sweets-guide,blog,blog:malaysian-kueh-sweets-guide,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/must-try-malaysian-street-food,blog,blog:must-try-malaysian-street-food,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/nyonya-cuisine-cultural-symbolism,blog,blog:nyonya-cuisine-cultural-symbolism,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/traditional-pahang-food,blog,blog:traditional-pahang-food,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/traveling-during-fasting-month,blog,blog:traveling-during-fasting-month,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/what-to-eat-kuala-lumpur-first-time,blog,blog:what-to-eat-kuala-lumpur-first-time,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/stories/what-vegetarian-actually-means-kuala-lumpur,blog,blog:what-vegetarian-actually-means-kuala-lumpur,0.5,,55,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/gluten-free-food-tours,colony,dietary:gluten-free-food-tours,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/gluten-free-food-tours-penang,colony,dietary:gluten-free-food-tours-penang,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/halal-food-tours,colony,dietary:halal-food-tours,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/halal-food-tours-penang,colony,dietary:halal-food-tours-penang,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/jain-food-tours,colony,dietary:jain-food-tours,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/jain-food-tours-penang,colony,dietary:jain-food-tours-penang,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/vegan-food-tours,colony,dietary:vegan-food-tours,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/vegan-food-tours-penang,colony,dietary:vegan-food-tours-penang,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/vegetarian-food-tours,colony,dietary:vegetarian-food-tours,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/dietary/vegetarian-food-tours-penang,colony,dietary:vegetarian-food-tours-penang,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/chinatown-food-tour-kuala-lumpur,colony,location:chinatown-food-tour-kuala-lumpur,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/chow-kit-market-food-tour,colony,location:chow-kit-market-food-tour,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/chowrasta-market-food-tour,colony,location:chowrasta-market-food-tour,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/food-tours-klang,colony,location:food-tours-klang,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/georgetown-heritage-food-tour,colony,location:georgetown-heritage-food-tour,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/gurney-drive-food-tour,colony,location:gurney-drive-food-tour,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/kampung-baru-food-tour,colony,location:kampung-baru-food-tour,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
https://simplyenak.com/tours/locations/little-india-food-tour-kuala-lumpur,colony,location:little-india-food-tour-kuala-lumpur,0.5,,60,1,Foundation (Position 50+ / Unranked),"Set unique, keyword-rich title tags (<60 chars)","Set unique, keyword-rich title tags (<60 chars)
Write compelling meta descriptions (150–160 chars)
Add proper heading hierarchy (H1 → H2 → H3)
Ensure page is indexable (no noindex, no canonical issues)
Add Open Graph and Twitter card meta tags"
